# ISO 639 language table used by Nmkoder to name audio and subtitle tracks.
# Generated by .github/scripts/gen-iso639.py - edit that, not this file.
#
# Sources: ISO 639-3 register via pycountry 26.2.16, native names (autonyms)
# via langcodes/language_data 3.5.1, which draws on Unicode CLDR.
#
# The family column is intentionally blank: no register maps languages to families,
# and Aliases.cs stores the field without ever reading it. Kept for column layout.
Family,English Name,Native Name,ISO 639-1,ISO 639-2/T,ISO 639-2/B
,Holoholo,Holoholo,,hoo,
,Holu,Holu,,hol,
,Homa,Homa,,hom,
,Honduras Sign Language,Honduras Sign Language,,hds,
,Hong Kong Sign Language,Hong Kong Sign Language,,hks,
,Honi,Honi,,how,
,Hopi,Hopi,,hop,
,Horned Miao,Horned Miao,,hrm,
,Horo,Horo,,hor,
,Horom,Horom,,hoe,
,Horpa,Horpa,,ero,
,Hote,Hote,,hot,
,Hoti,Hoti,,hti,
,Hovongan,Hovongan,,hov,
,Hoyahoya,Hoyahoya,,hhy,
,Hozo,Hozo,,hoz,
,Hpon,Hpon,,hpo,
,Hrangkhol,Hrangkhol,,hra,
,Hre,Hre,,hre,
,Hruso,Hruso,,hru,
,Hu,Hu,,huo,
,Huachipaeri,Huachipaeri,,hug,
,Huallaga Huánuco Quechua,Huallaga Huánuco Quechua,,qub,
,Huamalíes-Dos de Mayo Huánuco Quechua,Huamalíes-Dos de Mayo Huánuco Quechua,,qvh,
,Huambisa,Huambisa,,hub,
,Huarijio,Huarijio,,var,
,Huastec,Huastec,,hus,
,Huaulu,Huaulu,,hud,
,Huautla Mazatec,Huautla Mazatec,,mau,
,Huaxcaleca Nahuatl,Huaxcaleca Nahuatl,,nhq,
,Huaylas Ancash Quechua,Huaylas Ancash Quechua,,qwh,
,Huaylla Wanca Quechua,Huaylla Wanca Quechua,,qvw,
,Huba,Huba,,hbb,
,Huehuetla Tepehua,Huehuetla Tepehua,,tee,
,Huichol,Huichol,,hch,
,Huilliche,Huilliche,,huh,
,Huitepec Mixtec,Huitepec Mixtec,,mxs,
,Huizhou Chinese,Huizhou Chinese,,czh,
,Hukumina,Hukumina,,huw,
,Hula,Hula,,hul,
,Hulaulá,Hulaulá,,huy,
,Huli,Huli,,hui,
,Hulung,Hulung,,huk,
,Humburi Senni Songhay,Humburi Senni Songhay,,hmb,
,Humene,Humene,,huf,
,Humla,Humla,,hut,
,Hunde,Hunde,,hke,
,Hung,Hung,,hnu,
,Hungana,Hungana,,hum,
,Hungarian Sign Language,Hungarian Sign Language,,hsh,
,Hungu,Hungu,,hng,
,Hunjara-Kaina Ke,Hunjara-Kaina Ke,,hkk,
,Hunnic,Hunnic,,xhc,
,Hunsrik,Hunsrik,,hrx,
,Hunzib,Hunzib,,huz,
,Hupa,Hupa,,hup,
,Hupdë,Hupdë,,jup,
,Hupla,Hupla,,hap,
,Hurrian,Hurrian,,xhu,
,Hutterite German,Hutterite German,,geh,
,Hwana,Hwana,,hwo,
,Hya,Hya,,hya,
,Hyam,Hyam,,jab,
,Hyolmo,Hyolmo,,scp,
,Hän,Han,,haa,
,Hértevin,Hértevin,,hrt,
,Hõne,Hõne,,juh,
,I-Wak,I-Wak,,iwk,
,Iaai,Iaai,,iai,
,Iamalele,Iamalele,,yml,
,Iatmul,Iatmul,,ian,
,Iau,Iau,,tmu,
,Ibali Teke,Ibali Teke,,tek,
,Ibaloi,Ibaloi,,ibl,
,Iban,Iban,,iba,
,Ibanag,Ibanag,,ibg,
,Ibani,Ibani,,iby,
,Ibatan,Ibatan,,ivb,
,Iberian,Iberian,,xib,
,Ibibio,Ibibio,,ibb,
,Ibino,Ibino,,ibn,
,Ibu,Ibu,,ibu,
,Ibuoro,Ibuoro,,ibr,
,Icelandic Sign Language,Icelandic Sign Language,,icl,
,Iceve-Maci,Iceve-Maci,,bec,
,Ida'an,Ida'an,,dbj,
,Idakho-Isukha-Tiriki,Idakho-Isukha-Tiriki,,ida,
,Idaté,Idaté,,idt,
,Idere,Idere,,ide,
,Idesa,Idesa,,ids,
,Idi,Idi,,idi,
,Idoma,Idoma,,idu,
,Idon,Idon,,idc,
,Idu-Mishmi,Idu-Mishmi,,clk,
,Iduna,Iduna,,viv,
,Ifo,Ifo,,iff,
,Ifè,Ifè,,ife,
,Igala,Igala,,igl,
,Igana,Igana,,igg,
,Igede,Igede,,ige,
,Ignaciano,Ignaciano,,ign,
,Igo,Igo,,ahl,
,Iguta,Iguta,,nar,
,Igwe,Igwe,,igw,
,Iha,Iha,,ihp,
,Iha Based Pidgin,Iha Based Pidgin,,ihb,
,Ihievbe,Ihievbe,,ihi,
,Ik,Ik,,ikx,
,Ika,Ika,,ikk,
,Ikaranggal,Ikaranggal,,ikr,
,Ikhin-Arokho,Unknown language [ikh],,ikh,
,Ikizu,Ikizu,,ikz,
,Iko,Iko,,iki,
,Ikobi,Ikobi,,meb,
,Ikoma-Nata-Isenye,Ikoma-Nata-Isenye,,ntk,
,Ikpeng,Ikpeng,,txi,
,Ikpeshi,Ikpeshi,,ikp,
,Ikposo,Ikposo,,kpo,
,Iku-Gora-Ankwa,Iku-Gora-Ankwa,,ikv,
,Ikulu,Ikulu,,ikl,
,Ikwere,Ikwere,,ikw,
,Ikwo,Ikwo,,iqw,
,Ila,Ila,,ilb,
,Ile Ape,Ile Ape,,ila,
,Ili Turki,Ili Turki,,ili,
,Ili'uun,Ili'uun,,ilu,
,Ilianen Manobo,Ilianen Manobo,,mbi,
,Illyrian,Illyrian,,xil,
,Iloko,Ilokano,,ilo,
,Ilongot,Ilongot,,ilk,
,Ilue,Ilue,,ilv,
,Ilwana,Ilwana,,mlk,
,Imbabura Highland Quichua,Imbabura Highland Quichua,,qvi,
,Imbongu,Imbongu,,imo,
,Imonda,Imonda,,imn,
,Imotong,Unknown language [imt],,imt,
,Imroing,Imroing,,imr,
,Inabaknon,Inabaknon,,abx,
,Inapang,Inapang,,mzu,
,Inari Sami,anarâškielâ,,smn,
,Indian Sign Language,Indian Sign Language,,ins,
,Indo-Portuguese,Indo-Portuguese,,idb,
,Indonesian Bajau,Indonesian Bajau,,bdl,
,Indonesian Sign Language,Indonesian Sign Language,,inl,
,Indri,Indri,,idr,
,Indus Kohistani,Indus Kohistani,,mvy,
,Indus Valley Language,Indus Valley Language,,xiv,
,Inebu One,Inebu One,,oin,
,Ineseño,Ineseño,,inz,
,Inga,Inga,,inb,
,Ingrian,Ingrian,,izh,
,Ingush,Ingush,,inh,
,Inlaod Itneg,Inlaod Itneg,,iti,
,Innu,Innu-aimun,,moe,
,Inoke-Yate,Inoke-Yate,,ino,
,Inonhan,Inonhan,,loc,
,Inor,Inor,,ior,
,Inpui Naga,Inpui Naga,,nkf,
,Interglossa,Interglossa,,igs,
,International Sign,International Sign,,ils,
,Interslavic,Unknown language [isv],,isv,
,Intha,Intha,,int,
,Inuinnaqtun,Western Canadian Inuktitut,,ikt,
,Inuit Sign Language,Inuit Sign Language,,iks,
,Iowa-Oto,Iowa-Oto,,iow,
,Ipalapa Amuzgo,Ipalapa Amuzgo,,azm,
,Ipiko,Ipiko,,ipo,
,Ipili,Ipili,,ipi,
,Ipulo,Ipulo,,ass,
,Iquito,Iquito,,iqu,
,Ir,Ir,,irr,
,Iranian Persian,فارسی,,pes,
,Iranian Sign Language,Persian Sign Language,,psc,
,Iranun (Malaysia),Iranun (Malaysia),,ilm,
,Iranun (Philippines),Iranun (Philippines),,ilp,
,Iraqw,Iraqw,,irk,
,Irarutu,Irarutu,,irh,
,Iraya,Iraya,,iry,
,Iresim,Iresim,,ire,
,Irish Sign Language,Irish Sign Language,,isg,
,Irula,Irula,,iru,
,Irántxe,Irántxe,,irn,
,Isabi,Isabi,,isa,
,Isanzu,Isanzu,,isn,
,Isarog Agta,Isarog Agta,,agk,
,Isconahua,Isconahua,,isc,
,Isebe,Isebe,,igo,
,Isekiri,Isekiri,,its,
,Ishkashimi,Ishkashimi,,isk,
,Isinai,Isinai,,inn,
,Isirawa,Isirawa,,srl,
,Island Carib,Island Carib,,crb,
,Islander Creole English,Islander Creole English,,icr,
,Isnag,Isnag,,isd,
,Isoko,Isoko,,iso,
,Israeli Sign Language,Israeli Sign Language,,isr,
,Isthmus Mixe,Isthmus Mixe,,mir,
,Isthmus Zapotec,Zapotec,,zai,
,Isthmus-Cosoleacaque Nahuatl,Isthmus-Cosoleacaque Nahuatl,,nhk,
,Isthmus-Mecayapan Nahuatl,Isthmus-Mecayapan Nahuatl,,nhx,
,Isthmus-Pajapan Nahuatl,Isthmus-Pajapan Nahuatl,,nhp,
,Istriot,Istriot,,ist,
,Istro Romanian,Istro Romanian,,ruo,
,Isu (Fako Division),Isu (Fako Division),,szv,
,Isu (Menchum Division),Isu (Menchum Division),,isu,
,Italian Sign Language,Italian Sign Language,,ise,
,Itawit,Itawit,,itv,
,Itelmen,Itelmen,,itl,
,Itene,Itene,,ite,
,Iteri,Iteri,,itr,
,Itik,Itik,,itx,
,Ito,Ito,,itw,
,Itonama,Itonama,,ito,
,Itu Mbon Uzo,Itu Mbon Uzo,,itm,
,Itundujia Mixtec,Itundujia Mixtec,,mce,
,Itzá,Itzá,,itz,
,Iu Mien,Iu Mien,,ium,
,Ivatan,Ivatan,,ivv,
,Ivbie North-Okpela-Arhe,Ivbie North-Okpela-Arhe,,atg,
,Iwaidja,Iwaidja,,ibd,
,Iwal,Iwal,,kbm,
,Iwam,Iwam,,iwm,
,Iwur,Iwur,,iwo,
,Ixcatec,Ixcatec,,ixc,
,Ixcatlán Mazatec,Ixcatlán Mazatec,,mzi,
,Ixil,Ixil,,ixl,
,Ixtayutla Mixtec,Ixtayutla Mixtec,,vmj,
,Ixtenco Otomi,Ixtenco Otomi,,otz,
,Iyayu,Iyayu,,iya,
,Iyive,Iyive,,uiv,
,Iyo,Iyo,,nca,
,Iyo'wujwa Chorote,Iyo'wujwa Chorote,,crq,
,Iyojwa'ja Chorote,Iyojwa'ja Chorote,,crt,
,Izere,Izere,,izr,
,Izii,Izii,,izz,
,Izon,Izon,,ijc,
,Izora,Izora,,cbo,
,Iñapari,Iñapari,,inp,
,Jabutí,Jabutí,,jbt,
,Jad,Jad,,jda,
,Jadgali,Jadgali,,jdg,
,Jah Hut,Jah Hut,,jah,
,Jahanka,Jahanka,,jad,
,Jair Awyu,Jair Awyu,,awv,
,Jaitmatang,Jaitmatang,,xjt,
,Jakati,Jakati,,jat,
,Jakattoe,Jakattoe,,jrt,
,Jakun,Jakun,,jak,
,Jalapa De Díaz Mazatec,Jalapa De Díaz Mazatec,,maj,
,Jalkunan,Jalkunan,,bxl,
,Jamaican Country Sign Language,Jamaican Country Sign Language,,jcs,
,Jamaican Creole English,Jamaican Creole English,,jam,
,Jamaican Sign Language,Jamaican Sign Language,,jls,
,Jamamadí,Jamamadí,,jaa,
,Jambi Malay,Jambi Malay,,jax,
,Jamiltepec Mixtec,Jamiltepec Mixtec,,mxt,
,Jamsay Dogon,Jamsay Dogon,,djm,
,Jandai,Jandai,,jan,
,Jandavra,Jandavra,,jnd,
,Jangkang,Jangkang,,djo,
,Jangshung,Jangshung,,jna,
,Janji,Janji,,jni,
,Japanese Sign Language,Japanese Sign Language,,jsl,
,Japrería,Japrería,,jru,
,Jaqaru,Jaqaru,,jqr,
,Jara,Jara,,jaf,
,Jarai,Jarai,,jra,
,Jarawa (India),Jarawa (India),,anq,
,Jaru,Jaru,,ddj,
,Jauja Wanca Quechua,Jauja Wanca Quechua,,qxw,
,Jaunsari,Jaunsari,,jns,
,Javindo,Javindo,,jvd,
,Jawe,Jawe,,jaz,
,Jawoyn,Jawoyn,,djn,
,Jaya,Jaya,,jyy,
,Jebero,Jebero,,jeb,
,Jeh,Jeh,,jeh,
,Jehai,Jehai,,jhi,
,Jejara Naga,Para Naga,,pzn,
,Jejueo,Jejueo,,jje,
,Jemez,Jemez,,tow,
,Jenaama Bozo,Jenaama Bozo,,bze,
,Jennu Kurumba,Jennu Kurumba,,xuj,
,Jere,Jere,,jer,
,Jeri Kuo,Jeri Kuo,,jek,
,Jerung,Jerung,,jee,
,Jewish Babylonian Aramaic,Jewish Babylonian Aramaic (ca. 200-1200 CE),,tmr,
,Jewish Palestinian Aramaic,Jewish Palestinian Aramaic,,jpa,
,Jhankot Sign Language,Jhankot Sign Language,,jhs,
,Jiamao,Jiamao,,jio,
,Jiarong,Jiarong,,jya,
,Jiba,Jiba,,juo,
,Jibu,Jibu,,jib,
,Jicarilla Apache,Jicarilla Apache,,apj,
,Jiiddu,Jiiddu,,jii,
,Jilbe,Jilbe,,jie,
,Jilim,Jilim,,jil,
,Jimi (Cameroon),Jimi (Cameroon),,jim,
,Jimi (Nigeria),Jimi (Nigeria),,jmi,
,Jina,Jina,,jia,
,Jingulu,Jingulu,,jig,
,Jinyu Chinese,Jinyu Chinese,,cjy,
,Jiongnai Bunu,Jiongnai Bunu,,pnu,
,Jirel,Jirel,,jul,
,Jiru,Jiru,,jrr,
,Jita,Jita,,jit,
,Jju,Kaje,,kaj,
,Joba,Joba,,job,
,Jofotek-Bromnya,Jofotek-Bromnya,,jbr,
,Jogi,Jogi,,jog,
,Jola-Fonyi,joola,,dyo,
,Jola-Kasa,Jola-Kasa,,csk,
,Jonkor Bourmataguil,Jonkor Bourmataguil,,jeu,
,Jordanian Sign Language,Jordanian Sign Language,,jos,
,Jorá,Jorá,,jor,
,Jowulu,Jowulu,,jow,
,Ju,Ju,,juu,
,Juang,Juang,,jun,
,Judeo-Arabic,Judeo-Arabic,,jrb,
,Judeo-Berber,Judeo-Berber,,jbe,
,Judeo-Georgian,Judeo-Georgian,,jge,
,Judeo-Iraqi Arabic,Judeo-Iraqi Arabic,,yhd,
,Judeo-Italian,Judeo-Italian,,itk,
,Judeo-Moroccan Arabic,Judeo-Arabic,,aju,
,Judeo-Persian,Judeo-Persian,,jpr,
,Judeo-Tat,Judeo-Tat,,jdt,
,Judeo-Tripolitanian Arabic,Judeo-Tripolitanian Arabic,,yud,
,Judeo-Yemeni Arabic,Judeo-Yemeni Arabic,,jye,
,Jukun Takum,Jukun Takum,,jbu,
,Jumjum,Jumjum,,jum,
,Jumla Sign Language,Jumla Sign Language,,jus,
,Jumli,Jumli,,jml,
,Jungle Inga,Jungle Inga,,inj,
,Juquila Mixe,Juquila Mixe,,mxq,
,Jur Modo,Jur Modo,,bex,
,Juray,Juray,,juy,
,Jurchen,Jurchen,,juc,
,Jurúna,Jurúna,,jur,
,Jutish,Jutish,,jut,
,Juwal,Juwal,,mwb,
,Juxtlahuaca Mixtec,Juxtlahuaca Mixtec,,vmc,
,Juǀʼhoan,Juǀʼhoan,,ktz,
,Jwira-Pepesa,Jwira-Pepesa,,jwi,
,Jèrriais,Jèrriais,,nrf,
,Júma,Júma,,jua,
,K'iche',Kʼicheʼ,,quc,
,Kaamba,Kaamba,,xku,
,Kaan,Kaan,,ldl,
,Kaang Chin,Kaang Chin,,ckn,
,Kaansa,Kaansa,,gna,
,Kaba,Kaba,,ksp,
,Kabalai,Kabalai,,kvf,
,Kabardian,Kabardian,,kbd,
,Kabatei,Kabatei,,xkp,
,Kabiyè,Kabiyè,,kbp,
,Kabola,Kabola,,klz,
,Kabore One,Kabore One,,onk,
,Kabras,Kabras,,lkb,
,Kaburi,Kaburi,,uka,
,Kabutra,Kabutra,,kbu,
,Kabuverdianu,kabuverdianu,,kea,
,Kabwa,Kabwa,,cwa,
,Kabwari,Kabwari,,kcw,
,Kabyle,Taqbaylit,,kab,
,Kachama-Ganjule,Kachama-Ganjule,,kcx,
,Kachari,Kachari,,xac,
,Kachhi,Kachhi,,kfr,
,Kachi Koli,Kachi Koli,,gjk,
,Kachin,Kachin,,kac,
,Kachok,Kaco',,xkk,
,Kacipo-Bale Suri,Kacipo-Bale Suri,,koe,
,Kadai,Kadai,,kzd,
,Kadar,Kadar,,kej,
,Kadaru,Kadaru,,kdu,
,Kadazan Dusun,Central Dusun,,dtp,
,Kadiwéu,Kadiwéu,,kbc,
,Kadu,Kadu,,zkd,
,Kadung,Kadung,,dkg,
,Kaduo,Kaduo,,ktp,
,Kaeku,Kaeku,,kkq,
,Kaera,Kaera,,jka,
,Kafa,Kafa,,kbr,
,Kafoa,Kafoa,,kpu,
,Kagan Kalagan,Kagan Kalagan,,kll,
,Kagate,Kagate,,syw,
,Kagayanen,Kagayanen,,cgc,
,Kagoma,Kagoma,,kdm,
,Kagoro,Kagoro,,xkg,
,Kagulu,Kagulu,,kki,
,Kahe,Kahe,,hka,
,Kahua,Kahua,,agw,
,Kaian,Kaian,,kct,
,Kaibobo,Kaibobo,,kzb,
,Kaidipang,Kaidipang,,kzp,
,Kaiep,Kaiep,,kbw,
,Kaikadi,Kaikadi,,kep,
,Kaikavian Literary Language,Kaikavian Literary Language,,kjv,
,Kaike,Kaike,,kzq,
,Kaimbulawa,Kaimbulawa,,zka,
,Kaimbé,Kaimbé,,xai,
,Kaingang,kanhgág,,kgp,
,Kairak,Kairak,,ckr,
,Kairiru,Kairiru,,kxa,
,Kairui-Midiki,Kairui-Midiki,,krd,
,Kais,Kais,,kzm,
,Kaitag,Unknown language [xdq],,xdq,
,Kaivi,Kaivi,,kce,
,Kaiwá,Kaiwá,,kgk,
,Kaiy,Kaiy,,tcq,
,Kajakse,Kajakse,,ckq,
,Kajali,Kajali,,xkj,
,Kajaman,Kajaman,,kag,
,Kakabai,Kakabai,,kqf,
,Kakabe,Kakabe,,kke,
,Kakanda,Kakanda,,kka,
,Kaki Ae,Kaki Ae,,tbd,
,Kako,kakɔ,,kkj,
,Kakwa,Kakwa,,keo,
,Kala Lagaw Ya,Kala Lagaw Ya,,mwp,
,Kalaamaya,Kalaamaya,,lkm,
,Kalabakan,Kalabakan,,kve,
,Kalabari,Kalabari,,ijn,
,Kalabra,Kalabra,,kzz,
,Kalagan,Kalagan,,kqe,
,Kalaktang Monpa,Kalaktang Monpa,,kkf,
,Kalam,Kalam,,kmh,
,Kalamsé,Kalamsé,,knz,
,Kalanadi,Kalanadi,,wkl,
,Kalanga,Kalanga,,kck,
,Kalanguya,Kalanguya,,kak,
,Kalao,Kalao,,kly,
,Kalapuya,Kalapuya,,kyl,
,Kalarko,Kalarko,,kba,
,Kalasha,Kalasha,,kls,
,Kalenjin,Kalenjin,,kln,
,Kalispel-Pend d'Oreille,Kalispel-Pend d'Oreille,,fla,
,Kalkoti,Kalkoti,,xka,
,Kalkutung,Kalkutung,,ktg,
,Kalmyk,Kalmyk,,xal,
,Kalo Finnish Romani,Kalo Finnish Romani,,rmf,
,Kalou,Kalou,,ywa,
,Kaluli,Kaluli,,bco,
,Kalumpang,Kalumpang,,kli,
,Kam,Kam,,kdx,
,Kamakan,Kamakan,,vkm,
,Kamang,Kamang,,woi,
,Kamano,Kamano,,kbq,
,Kamar,Kamar,,keq,
,Kamara,Kamara,,jmr,
,Kamarian,Kamarian,,kzx,
,Kamaru,Kamaru,,kgx,
,Kamas,Kamas,,xas,
,Kamasa,Kamasa,,klp,
,Kamasau,Kamasau,,kms,
,Kamayo,Kamayo,,kyk,
,Kamayurá,Kamayurá,,kay,
,Kamba (Kenya),Kikamba,,kam,
,Kambaata,Kambaata,,ktb,
,Kambaira,Kambaira,,kyy,
,Kambera,Kambera,,xbr,
,Kamberau,Kamberau,,irx,
,Kambiwá,Kambiwá,,xbw,
,Kami (Nigeria),Kami (Nigeria),,kmi,
,Kami (Tanzania),Kami (Tanzania),,kcu,
,Kamo,Kamo,,kcq,
,Kamoro,Kamoro,,kgq,
,Kamu,Kamu,,xmu,
,Kamula,Kamula,,xla,
,Kamviri,Kamviri,,xvi,
,Kamwe,Kamwe,,hig,
,Kanakanabu,Kanakanabu,,xnb,
,Kanamarí,Kanamarí,,knm,
,Kanan,Kanan,,zkn,
,Kanashi,Kanashi,,xns,
,Kanasi,Kanasi,,soq,
,Kanauji,Kanauji,,bjj,
,Kandas,Kandas,,kqw,
,Kandawo,Kandawo,,gam,
,Kande,Kande,,kbs,
,Kanembu,Kanembu,,kbl,
,Kang,Kang,,kyp,
,Kanga,Kanga,,kcp,
,Kangean,Kangean,,kkv,
,Kanggape,Kanggape,,igm,
,Kangjia,Kangjia,,kxs,
,Kango (Bas-Uélé District),Kango (Bas-Uélé District),,kty,
,Kango (Tshopo District),Kango (Tshopo District),,kzy,
,Kangri,कांगड़ी,,xnr,
,Kaniet,Kaniet,,ktk,
,Kanikkaran,Kanikkaran,,kev,
,Kaningdon-Nindem,Kaningdon-Nindem,,kdp,
,Kaningi,Kaningi,,kzo,
,Kaningra,Kaningra,,knr,
,Kaninuwa,Kaninuwa,,wat,
,Kanite,Kanite,,kmu,
,Kanjari,Kanjari,,kft,
,Kanju,Kanju,,kbe,
,Kankanaey,Kankanaey,,kne,
,Kannada Kurumba,Kannada Kurumba,,kfi,
,Kanowit-Tanjong Melanau,Kanowit-Tanjong Melanau,,kxn,
,Kanoé,Kanoé,,kxo,
,Kansa,Kansa,,ksk,
,Kantosi,Kantosi,,xkt,
,Kanu,Kanu,,khx,
,Kanufi,Kanufi,,kni,
,Kanyok,Kanyok,,kny,
,Kao,Kao,,kax,
,Kaonde,Kaonde,,kqn,
,Kap,Kap,,ykm,
,Kapin,Kapin,,tbx,
,Kapinawá,Kapinawá,,xpn,
,Kapingamarangi,Kapingamarangi,,kpg,
,Kapori,Kapori,,khp,
,Kapriman,Kapriman,,dju,
,Kaptiau,Kaptiau,,kbi,
,Kapya,Kapya,,klo,
,Kaqchikel,Kaqchikel,,cak,
,Kara (Central African Republic),Kara (Central African Republic),,kah,
,Kara (Korea),Kara (Korea),,zra,
,Kara (Papua New Guinea),Kara (Papua New Guinea),,leu,
,Kara (Tanzania),Kara (Tanzania),,reg,
,Kara-Kalpak,қарақалпақша,,kaa,
,Karachay-Balkar,Karachay-Balkar,,krc,
,Karagas,Karagas,,kim,
,Karaim,Karaim,,kdr,
,Karajarri,Karajarri,,gbd,
,Karajá,Karajá,,kpj,
,Karakhanid,Karakhanid,,xqa,
,Karami,Karami,,xar,
,Karamojong,Karamojong,,kdj,
,Karang,Karang,,kzr,
,Karanga,Karanga,,kth,
,Karankawa,Karankawa,,zkk,
,Karao,Karao,,kyj,
,Karas,Karas,,kgv,
,Karata,Karata,,kpt,
,Karawa,Karawa,,xrw,
,Karbi,Karbi,,mjw,
,Kare (Central African Republic),Kare (Central African Republic),,kbn,
,Kare (Papua New Guinea),Kare (Papua New Guinea),,kmf,
,Karekare,Karekare,,kai,
,Karelian,Karelian,,krl,
,Karenggapa,Karenggapa,,eaa,
,Karey,Karey,,kyd,
,Kari,Kari,,kbj,
,Karian,Bilakura,,bql,
,Karingani,Karingani,,kgn,
,Karipuna,Karipuna,,kuq,
,Karipúna Creole French,Karipúna Creole French,,kmv,
,Karirí-Xocó,Karirí-Xocó,,kzw,
,Karitiâna,Karitiâna,,ktn,
,Kariya,Kariya,,kil,
,Kariyarra,Kariyarra,,vka,
,Karkar-Yuri,Karkar-Yuri,,yuj,
,Karkin,Karkin,,krb,
,Karko,Karko,,kko,
,Karnai,Karnai,,bbv,
,Karo (Brazil),Karo (Brazil),,arr,
,Karo (Ethiopia),Karo (Ethiopia),,kxh,
,Karok,Karok,,kyh,
,Karon,Karon,,krx,
,Karon Dori,Karon Dori,,kgw,
,Karore,Karore,,xkx,
,Karuwali,Karuwali,,rxw,
,Kasanga,Kasanga,,ccj,
,Kasem,Kasem,,xsm,
,Kashaya,Kashaya,,kju,
,Kashubian,Kashubian,,csb,
,Kasiguranin,Kasiguranin,,ksn,
,Kaska,Kaska,,kkz,
,Kaskean,Kaskean,,zsk,
,Kasua,Kasua,,khs,
,Katabaga,Katabaga,,ktq,
,Katawixi,Katawixi,,xat,
,Katbol,Katbol,,tmb,
,Katcha-Kadugli-Miri,Katcha-Kadugli-Miri,,xtc,
,Kathoriya Tharu,Kathoriya Tharu,,tkt,
,Kathu,Kathu,,ykt,
,Kati,Kati,,bsh,
,Katkari,Katkari,,kfu,
,Katla,Katla,,kcr,
,Kato,Kato,,ktw,
,Katso,Katso,,kaf,
,Katua,Katua,,kta,
,Katukína,Katukína,,kav,
,Kaulong,Kaulong,,pss,
,Kaur,Kaur,,vkk,
,Kaure,Kaure,,bpp,
,Kaurna,Kaurna,,zku,
,Kauwera,Kauwera,,xau,
,Kavalan,Kavalan,,ckv,
,Kavet,Kavet,,krv,
,Kawacha,Kawacha,,kcb,
,Kawaiisu,Kawaiisu,,xaw,
,Kawe,Kawe,,kgb,
,Kawi,Kawi,,kaw,
,Kaxararí,Kaxararí,,ktx,
,Kaxuiâna,Kaxuiâna,,kbb,
,Kayabí,Kayabí,,kyz,
,Kayagar,Kayagar,,kyt,
,Kayan,Kayan,,pdu,
,Kayan Mahakam,Kayan Mahakam,,xay,
,Kayan River Kayan,Kayan River Kayan,,xkn,
,Kayapó,Kayapó,,txu,
,Kayardild,Kayardild,,gyd,
,Kayaw,Kayaw,,kvl,
,Kayeli,Kayeli,,kzl,
,Kayong,Kayong,,kxy,
,Kayort,Kayort,,kyv,
,Kaytetye,Kaytetye,,gbb,
,Kayupulau,Kayupulau,,kzu,
,Kazukuru,Kazukuru,,kzk,
,Ke'o,Ke'o,,xxk,
,Keak,Keak,,keh,
,Keapara,Keapara,,khz,
,Kedah Malay,Kedah Malay,,meo,
,Kedang,Kedang,,ksx,
,Keder,Keder,,kdy,
,Keerray-Woorroong,Keerray-Woorroong,,wkr,
,Kehu,Kehu,,khh,
,Kei,Kei,,kei,
,Keiga,Keiga,,kec,
,Kein,Kein,,bmh,
,Keiyo,Keiyo,,eyo,
,Kekchí,Kekchí,,kek,
,Kela (Democratic Republic of Congo),Kela (Democratic Republic of Congo),,kel,
,Kela (Papua New Guinea),Kela (Papua New Guinea),,kcl,
,Kelabit,Kelabit,,kzi,
,Kele (Democratic Republic of Congo),Kele (Democratic Republic of Congo),,khy,
,Kele (Papua New Guinea),Kele (Papua New Guinea),,sbc,
,Keley-I Kallahan,Keley-I Kallahan,,ify,
,Keliko,Keliko,,kbo,
,Kelo,Kelo,,xel,
,Kelon,Kelon,,kyo,
,Kemak,Kemak,,kem,
,Kembayan,Kembayan,,xem,
,Kemberano,Kemberano,,bzp,
,Kembra,Kembra,,xkw,
,Kemedzung,Kemedzung,,dmo,
,Kemi Sami,Kemi Sami,,sjk,
,Kemiehua,Kemiehua,,kfj,
,Kemtuik,Kemtuik,,kmt,
,Kenaboi,Kenaboi,,xbn,
,Kenati,Kenati,,gat,
,Kendayan,Kendayan,,knx,
,Kendeje,Kendeje,,klf,
,Kendem,Kendem,,kvm,
,Kenga,Kenga,,kyq,
,Keningau Murut,Keningau Murut,,kxi,
,Keninjal,Keninjal,,knl,
,Kensiu,Kensiu,,kns,
,Kenswei Nsei,Kenswei Nsei,,ndb,
,Kenyan Sign Language,Kenyan Sign Language,,xki,
,Kenyang,Kɛnyaŋ,,ken,
,Kenyi,Kenyi,,lke,
,Kenzi,Kenzi,,xnz,
,Keoru-Ahia,Keoru-Ahia,,xeu,
,Kepkiriwát,Kepkiriwát,,kpn,
,Kepo',Kepo',,kuk,
,Kera,Kera,,ker,
,Kerak,Kerak,,hhr,
,Kereho,Kereho,,xke,
,Kerek,Kerek,,krk,
,Kerewe,Kerewe,,ked,
,Kerewo,Kerewo,,kxz,
,Kerinci,Kerinci,,kvr,
,Kesawai,Kesawai,,xes,
,Ket,Ket,,ket,
,Ketangalan,Ketangalan,,kae,
,Kete,Kete,,kcv,
,Ketengban,Ketengban,,xte,
,Ketum,Ketum,,ktt,
,Keyagana,Keyagana,,kyg,
,Kgalagadi,Kgalagadi,,xkv,
,Khah,Khah,,hkh,
,Khakas,Khakas,,kjh,
,Khalaj,Khalaj,,klj,
,Khaling,Khaling,,klr,
,Khamba,Khamba,,kbg,
